City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
170,Kaeo,NZ,2022-07-27 02:16:17,-35.1,173.7833,64.33,74,45,10.94
171,Richards Bay,ZA,2022-07-27 02:15:52,-28.783,32.0377,54.27,83,0,6.73
172,Leningradskiy,RU,2022-07-27 02:15:54,69.3833,178.4167,36.09,93,100,5.64
173,Mahebourg,MU,2022-07-27 02:20:14,-20.4081,57.7,67.24,94,40,3.44
174,Korla,CN,2022-07-27 02:20:15,41.7597,86.1469,90.25,15,5,3.38
175,Healdsburg,US,2022-07-27 02:20:15,38.6105,-122.8692,90.52,59,20,13.8
176,Upernavik,GL,2022-07-27 02:20:15,72.7868,-56.1549,37.92,88,96,8.48
177,Chegdomyn,RU,2022-07-27 02:20:16,51.1167,133.0167,77.4,67,86,2.01
178,Nanortalik,GL,2022-07-27 02:20:16,60.1432,-45.2371,43.39,92,62,1.63
179,San Cristobal,VE,2022-07-27 02:16:06,7.7669,-72.225,69.98,98,97,2.42
180,Ancud,CL,2022-07-27 02:17:22,-41.8697,-73.8203,48.22,94,83,8.14
181,Kahului,US,2022-07-27 02:19:36,20.8947,-156.47,84.22,65,40,25.32
182,Vadso,NO,2022-07-27 02:20:17,70.0744,29.7487,60.96,100,100,8.05
183,Bourail,NC,2022-07-27 02:20:17,-21.5667,165.4833,76.98,52,0,1.41
184,Cabo San Lucas,MX,2022-07-27 02:21:17,22.8909,-109.9124,90.7,61,0,18.41
185,Bealanana,MG,2022-07-27 02:21:18,-14.55,48.7333,49.14,98,38,3.15
186,Stromness,GB,2022-07-27 02:21:18,58.965,-3.296,51.87,88,14,5.99
187,Narsaq,GL,2022-07-27 02:21:18,60.9167,-46.05,52.02,90,24,1.23
188,Yaan,NG,2022-07-27 02:21:19,7.3833,8.5667,71.85,97,100,6.96
189,Byron Bay,AU,2022-07-27 02:21:19,-28.65,153.6167,62.71,41,0,9.95
190,Mbandaka,CD,2022-07-27 02:21:19,0.0487,18.2603,68.45,99,83,3.27
191,Waingapu,ID,2022-07-27 02:21:20,-9.6567,120.2641,82.42,57,78,15.88
192,Opuwo,NA,2022-07-27 02:21:20,-18.0607,13.84,56.48,33,64,0.81
193,Riyadh,SA,2022-07-27 02:21:20,24.6877,46.7219,84.34,16,94,5.79
194,Tual,ID,2022-07-27 02:21:20,-5.6667,132.75,79.23,80,53,20.96
195,Maceio,BR,2022-07-27 02:20:11,-9.6658,-35.7353,74.64,88,100,6.91
196,Ostrovnoy,RU,2022-07-27 02:21:21,68.0531,39.5131,61.32,74,94,19.01
197,Coihaique,CL,2022-07-27 02:21:21,-45.5752,-72.0662,33.75,80,20,3.44
198,Saint-Joseph,RE,2022-07-27 02:21:22,-21.3667,55.6167,64.78,80,25,10.04
199,Aquiraz,BR,2022-07-27 02:21:22,-3.9014,-38.3911,79.18,85,99,10.69
200,Kaitangata,NZ,2022-07-27 02:21:22,-46.2817,169.8464,45.72,97,100,9.26
201,Athabasca,CA,2022-07-27 02:18:52,54.7169,-113.2854,75.61,58,32,4.99
202,Puerto Colombia,CO,2022-07-27 02:21:23,10.9878,-74.9547,82.49,82,100,8.95
203,Oxford,GB,2022-07-27 02:19:50,51.7522,-1.256,58.37,78,20,3.44
204,Bonthe,SL,2022-07-27 02:21:23,7.5264,-12.505,75.92,82,100,6.58
205,Canico,PT,2022-07-27 02:21:23,32.6333,-16.85,74.03,56,20,27.63
206,Aurangabad,IN,2022-07-27 02:20:43,19.8833,75.3333,74.01,85,98,6.51
207,Lorengau,PG,2022-07-27 02:21:24,-2.0226,147.2712,85.08,71,19,10.36
208,Sosnovo-Ozerskoye,RU,2022-07-27 02:21:24,52.5249,111.5418,55.67,97,100,7.0
209,Akyab,MM,2022-07-27 02:21:25,20.15,92.9,83.05,76,16,2.24
210,San Juan,AR,2022-07-27 02:21:25,-31.5375,-68.5364,56.26,77,86,11.12
211,Formosa,AR,2022-07-27 02:21:25,-26.1775,-58.1781,69.78,78,0,5.75
212,Nouadhibou,MR,2022-07-27 02:18:37,20.931,-17.0347,78.78,89,1,8.05
213,Rajapur,IN,2022-07-27 02:21:26,25.3833,81.15,83.57,76,96,9.15
214,Quang Ngai,VN,2022-07-27 02:18:55,15.1167,108.8,90.46,52,10,3.2
215,Palu,ID,2022-07-27 02:21:26,-0.8917,119.8707,86.07,67,100,0.98
216,Sao Felix Do Xingu,BR,2022-07-27 02:20:39,-6.6447,-51.995,75.11,55,98,1.14
217,Karimpur,IN,2022-07-27 02:21:27,23.9667,88.6167,82.53,77,90,4.43
218,Morro Bay,US,2022-07-27 02:21:17,35.3658,-120.8499,76.93,73,12,7.0
219,Noumea,NC,2022-07-27 02:19:50,-22.2763,166.4572,78.78,99,0,5.7
220,Makakilo City,US,2022-07-27 02:21:27,21.3469,-158.0858,84.52,60,75,17.27
221,Beausejour,CA,2022-07-27 02:21:27,50.0622,-96.5167,63.86,78,100,7.4
222,Atar,MR,2022-07-27 02:21:28,20.5169,-13.0499,90.99,41,100,14.97
223,Nemuro,JP,2022-07-27 02:21:28,43.3236,145.575,66.56,95,100,6.55
224,Ilulissat,GL,2022-07-27 02:21:28,69.2167,-51.1,42.82,93,100,5.75
225,Rognan,NO,2022-07-27 02:21:28,67.0953,15.3878,53.76,35,100,8.05
226,Tahara,JP,2022-07-27 02:18:14,34.6667,137.2667,84.94,2,100,9.35
227,Lompoc,US,2022-07-27 02:21:29,34.6391,-120.4579,70.02,76,0,12.66
228,Watertown,US,2022-07-27 02:17:01,42.3709,-71.1828,72.91,65,0,5.99
229,Kavaratti,IN,2022-07-27 02:21:29,10.5669,72.642,81.37,76,100,16.58
230,Reconquista,AR,2022-07-27 02:20:12,-29.15,-59.65,70.63,65,87,9.42
231,Molfetta,IT,2022-07-27 02:22:30,41.2002,16.5975,79.66,70,0,4.85
232,Shangzhi,CN,2022-07-27 02:22:30,45.2167,127.9667,85.5,63,35,1.21
233,Bambous Virieux,MU,2022-07-27 02:22:30,-20.3428,57.7575,67.21,94,40,3.44
234,Roma,US,2022-07-27 02:22:31,43.2128,-75.4557,62.87,85,0,0.0
235,Sao Joao Da Barra,BR,2022-07-27 02:22:31,-21.6403,-41.0511,70.03,84,8,8.97
236,Poshtove,UA,2022-07-27 02:22:31,44.8311,33.9545,64.51,69,0,3.83
237,Clyde River,CA,2022-07-27 02:22:32,70.4692,-68.5914,39.43,100,100,2.3
238,Panalingaan,PH,2022-07-27 02:22:32,8.7842,117.4231,85.55,69,82,7.07
239,Vathi,GR,2022-07-27 02:22:32,38.4,23.6,83.75,42,0,2.8
240,Lovozero,RU,2022-07-27 02:22:33,68.005,35.0117,58.51,93,100,8.9
241,Puerto Ayacucho,VE,2022-07-27 02:22:33,5.6639,-67.6236,75.78,86,76,3.27
242,Linqiong,CN,2022-07-27 02:22:33,30.4159,103.4609,76.82,75,20,1.36
243,Hovd,MN,2022-07-27 02:22:34,48.0056,91.6419,64.0,33,4,4.27
244,Kaabong,UG,2022-07-27 02:22:34,3.4836,34.1492,63.75,64,89,5.91
245,Kushiro,JP,2022-07-27 02:19:08,42.975,144.3747,79.75,78,75,6.91
246,Galle,LK,2022-07-27 02:22:34,6.0367,80.217,78.84,87,100,5.7
247,Karsun,RU,2022-07-27 02:22:35,54.1994,46.9827,63.55,92,17,2.42
248,Bredasdorp,ZA,2022-07-27 02:22:35,-34.5322,20.0403,49.12,94,23,5.64
249,Abu Zabad,SD,2022-07-27 02:22:35,12.35,29.25,74.66,81,100,5.5
250,Lavrentiya,RU,2022-07-27 02:22:36,65.5833,-171.0,43.32,76,78,13.42
251,Aranos,NA,2022-07-27 02:22:36,-24.1333,19.1167,59.68,20,90,4.59
252,Lobatse,BW,2022-07-27 02:22:36,-25.2167,25.6667,49.66,65,0,4.32
253,Andenes,NO,2022-07-27 02:22:36,69.3143,16.1194,51.93,100,100,16.11
254,Meulaboh,ID,2022-07-27 02:22:37,4.1363,96.1285,77.49,85,98,5.57
255,Klyuchi,RU,2022-07-27 02:18:00,52.2667,79.1667,73.67,43,100,7.29
256,Gat,IL,2022-07-27 02:18:38,31.61,34.7642,74.39,64,0,2.15
